st_gene_id	gene_id	gene_symbol	fpkm_A11A	fpkm_A12A	fpkm_A13A	fpkm_A15A	fpkm_A16A	fpkm_A17A	fpkm_A18A	fpkm_A19A	fpkm_A1A	fpkm_A20A	fpkm_A2A	fpkm_A3A	fpkm_A4A	fpkm_A5A	fpkm_A6A	fpkm_A7A	fpkm_A9A	fpkm_B10A	fpkm_B12A	fpkm_B13A	fpkm_B14A	fpkm_B15A	fpkm_B16A	fpkm_B18A	fpkm_B19A	fpkm_B1A	fpkm_B20A	fpkm_B3A	fpkm_B4A	fpkm_B5A	fpkm_B6A	fpkm_B7A
79154	79154	DHRS11	19.99	17.91	24.22	26.73	19.58	25.62	22.04	25.93	17.53	25.15	20.83	22.8	27.81	33.04	25.12	28.28	23.52	15.74	26.61	14.39	7.61	16.24	18.6	18.72	21.84	15.21	14.08	17.6	11.8	13.77	15.86	17.79
286499	286499	FAM133A	6.1	0.5	3.85	1.94	8.83	3.54	5	5.2	3.38	4.47	5.54	1.6	6.75	1.03	2.88	4.06	3.15	0.74	2.52	1.99	1.97	0.38	0.46	3.64	2.01	1.85	1.78	1.81	1.12	1.5	1.14	0.66
5970	5970	RELA	14.8	20.9	14.74	15.37	17.42	16.01	15.44	14.5	14.69	16.22	14.41	17.92	18.09	20.11	12.6	17.06	18.9	8.21	17.23	15.79	10.34	12.43	18.22	17.5	13.18	15.51	17.13	11.41	19.88	17.7	9.89	5.42
4094	4094	MAF	1.77	28.8	5.73	0.91	2.82	5.16	2.12	2.65	4.37	1.79	4.77	9.28	5.11	18.75	3.21	3.86	6.69	1.55	0.76	3.07	2.85	2.42	5.64	4.45	1.12	3.03	3.02	1.92	6.26	1.72	1.76	1.61
23171	23171	GPD1L	23.47	10.7	24.36	18.46	24.66	16.99	16.06	23.2	20.23	25.42	28.5	11.76	19.88	11.16	12.45	20.01	15.94	23.77	13.09	17.03	23.41	12.75	16.61	16.95	19.85	13.75	19.16	20.56	14.44	16.39	14.84	18.04
4704	4704	NDUFA9	11.8	8.62	14.9	12.06	9.35	11.3	11.39	11.03	12.89	11.13	12.15	11.3	13.89	11.77	17.24	12.41	12.11	14.27	13.21	9.01	8.71	12.36	11.11	12.12	11.62	10.31	10.1	17.75	10.82	10.7	14.57	19.75
1266	1266	CNN3	24.8	56.99	340.61	27.28	102.93	49.07	16.16	16.55	80.88	37.39	60.4	10.62	73.61	66.39	122.8	39.66	26.73	21.88	8.9	24.7	17.89	29.6	29.99	18.93	15.61	11.24	22.86	18.29	17.98	25.03	24.53	10.44
6578	6578	SLCO2A1	2.51	1.77	1.72	0.68	4.39	4.24	3.23	2.52	1.16	1.32	7.84	0.67	0.87	2.42	1.09	4.25	0.84	1.64	0.68	3.33	2.3	0.72	6.82	1.91	0.8	0.37	2.06	0.68	1.56	1.49	0.22	0.05
221491	221491	SMIM29	39.17	26.8	37.82	22.6	20.92	40.3	29.05	19.95	26.62	27.56	36.88	15.97	31.89	26.72	95.11	59.66	20.32	20.53	46.03	14.9	9.26	23	19.2	23.92	18.85	14.71	15.58	40.96	12.6	14.1	49.98	44.65
79924	79924	ADM2	0.35	0.2	0.1	0.05	0.31	0.11	0.15	0.51	0.15	0.09	0.32	0.15	0	0.08	0	0.07	0.07	0.15	0	0.04	0.28	0.06	0.62	0.15	0.29	0.1	0.49	0.17	0.07	0.36	0	0
3419	3419	IDH3A	75.01	57.97	88.13	58.52	71.81	62.01	74.62	58.94	76.5	68.74	73.46	69.59	98.21	74.44	60.33	54.98	76.41	56.33	49.71	41.3	36.96	55.27	47.77	49.64	47.95	56.09	43.82	52.84	47.15	47.42	35.78	58.89
80032	80032	ZNF556	0.74	1.15	0.34	1.1	1	1.02	1.16	1.25	0.41	0.98	0.96	1.12	1.01	1.07	0.26	1.21	1.28	0.74	1.04	1.15	1.45	0.62	1.6	0.92	0.76	1.27	1.23	0.43	1.27	1.28	0.48	0.28
79982	79982	DNAJB14	19.96	19.05	22.21	19.14	20.46	17.54	17.31	21.69	18.69	19.18	18.64	16	21.74	18.04	13.49	17.95	19.23	15.65	10.84	14.51	14.54	12.15	13.04	14.37	14.48	18.01	17.1	12.55	16.7	16.11	10.09	9.39
23416	23416	KCNH3	74.69	19.3	16.87	33.48	39.85	53.2	46.86	40.53	29.47	45.59	76.4	37.55	19.71	23.58	13.82	39.78	19.28	69.54	65.41	59.09	53.32	52.9	57.12	79.81	68.15	84.3	67.83	45.73	75	73.78	56.49	67.62
10430	10430	TMEM147	68.51	51.21	177.75	63.8	37.45	86.12	61.97	50.98	141.05	64.42	61.06	47.54	88.05	78.04	252.7	82.88	59.15	81.31	73.95	43.48	31.16	80.91	46.31	57.51	50.14	37.15	37.71	132.07	48.68	38.68	191.78	126.31
260425	260425	MAGI3	9.28	14.36	9.66	9.33	13.52	8.79	9.48	8.27	5.45	8.95	9.42	12.14	9.46	12.7	4.76	7.64	11.82	9.88	5.47	7.2	28.61	9.34	5.26	8.53	8.98	10.5	8.38	9.3	8.61	8.52	4.29	3.69
10052	10052	GJC1	0.96	1.09	0.62	1.19	2.46	1.48	1.55	1.47	1.14	2.21	1.33	1.01	0.78	1.75	0.62	1.26	1.07	2.37	3.16	2.22	12.73	6.22	12.54	3.45	9.31	2.88	2.83	3.65	4.42	4.77	0.58	0.81
7514	7514	XPO1	64.29	68.19	49.73	77.96	73.18	66.7	64.88	71.31	43.89	61.63	65.52	58.94	54.14	52.41	30.63	52.41	55.76	59.66	36.48	49.64	39.47	41.92	33.14	50.33	48.79	61.36	62.83	37.76	64.22	71.85	31.55	39.13
39	39	ACAT2	15.69	11.84	17.47	13.17	11.47	17.14	13.6	12.86	13.47	12.4	15.1	14.47	14.22	10.72	20.02	11.65	16.8	14.99	16.57	21.3	3.84	25.98	14.22	26.36	12.99	18.88	18.19	28.12	12.93	14.3	30.01	25.96
51751	51751	HIGD1B	3.05	0.92	6.06	1.62	6.21	2.21	4.07	0.61	6.49	5.64	2.31	1.33	1.18	3.67	19.79	0.63	2.09	5.63	3.52	2.07	11.58	6.05	11.75	12.49	4.41	0.87	5.67	4.72	5.52	4.76	3.04	11.09
51025	51025	PAM16	27.53	25.72	48.8	23.38	22.17	37.54	30.04	22.74	38.58	28.17	35.81	23.1	28.08	35.75	107.86	37.64	27.42	28.52	34.04	14.47	9.55	36.93	24.33	25.2	24.8	22.91	18.29	69.95	23.17	15.67	78.39	57.61
10300	10300	KATNB1	16.13	14.75	13.51	13.81	12.02	12.79	15.74	12.87	13.12	16.47	16.79	15.95	13.08	14.22	14.12	14.4	13.94	12.41	12.3	10.95	8.51	13.04	12.35	12.39	13.03	13.85	11.46	13.9	10.09	13.17	12.16	15.06
79823	79823	CAMKMT	5.51	4.1	8.52	7.56	12.72	4.01	6.07	6.19	4.8	5.86	4.39	6.5	7.21	8.41	5.23	6.88	6.6	4.18	11.53	6.51	4.5	5.39	6.23	6.13	7.77	5	5.29	5.7	6.49	5.9	6.31	5.55
25854	25854	FAM149A	5.17	3.26	10.58	3.07	1.71	4.75	2.8	4.77	6.67	5.32	4.41	3.09	5.67	2.94	9.72	4.49	5.54	0.95	2.05	2.8	1.7	1.08	0.92	0.66	2.58	1.73	0.91	2.28	1.33	1.1	2.03	0.27
348980	348980	HCN1	0.02	0.04	0.01	0.04	0.03	0.21	0.01	0.08	0.03	0	0.01	0.02	0.01	0.02	0.01	0.03	0.04	2.52	3.9	4.2	5.25	5.48	2.87	4.99	5.43	6.21	4.58	3.26	0.03	5.11	3.19	3.46
8091	8091	HMGA2	2.43	9.33	2.72	3.76	3.19	1.28	2.26	2.6	2.8	1.46	1.87	4.24	2.44	6.45	0.96	2.61	1.69	8.32	1.76	2	1.45	4.81	2.78	4.53	1.8	3.64	4.64	2.69	2.71	5.25	3.3	4.23
60436	60436	TGIF2	1.17	1.07	0.81	0.88	1.28	2.46	0.72	1.67	1.37	1.1	0.97	0.81	0.77	1.31	0.33	1.89	0.96	0.69	0.5	0.86	1.32	0.38	1.89	1.26	0.36	0.57	1.18	0.35	1.58	0.85	0.31	0.53
2350	2350	FOLR2	6.32	4.09	2.52	1.47	6	11.93	5.51	5.32	6.63	3.53	1.99	8.54	4.26	4.89	8.42	8.94	4.56	5.11	1.99	10.1	13.12	11.05	10.62	10.66	3.45	10.27	8.49	12.32	14.38	5.2	17.15	11.46
1	1	A1BG	4.92	5.03	5.91	4.8	1.34	7.43	5.57	5.01	7.05	7.27	8	4.42	8.87	5.06	17.64	8.28	5.18	6.32	4.52	3.48	2.85	3.86	4.19	2.95	3.39	2.82	3.11	5.85	2.67	3.64	5.4	9.57
506	506	ATP5F1B	600.39	403.42	575.66	473.44	438.98	445.55	513.44	441.93	547.25	478.58	467.57	560.6	567.01	546.4	546.33	467.86	546.79	582.19	483.72	487.89	386	669.7	508.5	542.55	526.58	551.7	437.61	720.45	437.11	441.82	664.04	912.97
51058	51058	ZNF691	5.04	8.28	6.1	5.79	3.86	8.92	4.16	4.67	7.43	6.15	6.32	4.86	5.3	6.18	10.1	6.68	5.37	4.76	9.83	5.85	3.79	6.73	3.97	7.32	5.7	5.63	6.72	9.6	4.63	7.2	5.12	6
23318	23318	TUT4	18.33	24.66	12.13	26.63	16.76	19.4	19.16	19.33	10.48	23.73	20.06	22.3	17.28	21.5	6.91	22.61	21.23	14.29	19.07	27.93	21.58	12.41	16.77	17.47	16.82	24.03	22.97	16.61	24.04	25.95	8.75	11.03
729747	729747	ZNF878	0.12	0.3	0.11	0.18	0.24	0.05	0.14	0.14	0.03	0.08	0.24	0.21	0.22	0.18	0.12	0.11	0.38	0.17	0.1	0.15	0.27	0.1	0.2	0.03	0.1	0.1	0.17	0	0.07	0.21	0.04	0.23
8100	8100	IFT88	23.87	19.31	14.37	17.72	24.49	19.36	17.92	19.58	19.24	22.43	23.53	26.3	20.84	21.3	13.59	19.84	21.76	25.46	19.01	22.86	18.48	26.06	19.19	24.31	21.88	22.47	26.5	20.25	25.66	22.04	14.35	10.71
8600	8600	TNFSF11	0.46	0.14	0.53	0.23	2.1	0.41	3.16	2.15	0.87	0.58	0.18	0.81	0.29	0.21	0.86	0.33	0.9	0.03	0.15	0.19	0	0.06	0.05	0.09	0	0.05	0.05	0.03	0.03	0	0	0.03
64777	64777	RMND5B	24.84	23.51	23.67	19.16	25.62	21.2	21.12	20.69	28.03	23.27	21.36	20.33	19.48	22.08	25.84	24.89	20.21	21.11	29.48	21.92	17.51	25	19.29	24.49	18.78	21.53	19.88	28.22	19.38	21.52	25.35	17.16
8537	8537	BCAS1	0.1	0.11	0.06	0.26	0.37	0.41	0.47	0.39	0.1	0.28	0.17	0.24	0.14	0.08	0.04	0.28	0.45	0.22	0.14	0.32	0.53	0.11	0.33	0.31	0.4	0.35	0.11	0.16	0.5	0.43	0.08	0.09
147700	147700	KLC3	1.97	3.21	1.58	2.78	0.5	2.44	2.05	1.26	4.7	3.19	3.44	3.05	2.83	1.71	0.93	1.27	1.35	2.28	0.63	1	0.36	1.45	0.53	0.75	0.81	0.37	1.05	0.71	0.78	0.22	1.12	5.69
122258	122258	SPACA7	0.07	0	0	0	0.06	0	0	0	0	0.06	0.06	0.11	0	0	0.07	0	0	0.11	0	0.06	0	0	0.05	0	0	0.15	0.05	0	0	0.06	0	0
23379	23379	ICE1	8.57	9.12	5.45	8.17	9.08	7.68	8.01	8.59	5.61	8.03	7.2	10.36	6.57	6.41	4.36	6.55	7.87	8.48	6.48	10.02	8.06	6.71	7.56	7.19	6.56	10.34	9.03	6.68	8.33	10.05	4.73	5.96
8941	8941	CDK5R2	37.55	36.82	22.65	47.96	49.86	46.53	56.37	41.46	28.48	41.92	41.84	42.9	43.7	40.47	17.94	53.1	44.45	26.76	52.46	18.18	7.73	15.46	20.67	25.45	16.37	31.76	20.9	11.49	28.51	28.39	14.55	15.9
57062	57062	DDX24	77.94	68.12	56.58	79.06	86.83	71.08	87.63	86.45	49.22	79.21	70.84	69.78	67.5	67.84	38.36	73.41	72.01	45.96	64.8	71.9	66.8	53.24	55.98	57.94	60.06	63.57	60.53	39.02	56.95	66.5	20.89	41.96
255758	255758	DYNLT2B	23.38	23.43	38.31	33.74	22.49	31.13	27.43	25.96	45.85	27.76	34.25	27.83	41.51	35.29	60.75	23.76	34.12	23.79	34.59	17.4	11.92	33.64	19	29.8	26.48	20.86	22.02	48.01	16.54	18.82	78.83	53.66
113802	113802	HENMT1	1.2	1.95	0.77	6.05	4.83	5.84	11.75	3.62	1.38	2.84	2.86	3.39	2.88	8.45	1.59	2.68	3.05	5.31	6.62	3.26	4.37	3.41	5.7	9.71	9.7	7.65	4.57	12.15	2.1	6.91	1.44	6.39
57380	57380	MRS2	24.11	22.3	26.24	26.02	21.94	23.1	21.59	24.88	21.51	26.83	19.9	24.34	24.16	22.15	20.62	20.86	21.04	25.01	19.5	22.84	18.11	20.57	20.86	23.23	21.63	22.89	20.75	29.7	22.07	23.08	29.48	18.95
51667	51667	NUB1	32.82	34.63	35.18	30.18	29.73	31.35	31.49	33.96	35.3	31.51	28.08	30.17	32.36	22.47	24.73	27.13	33.72	31.43	27.27	34.68	29.07	32.78	29.14	28.49	28.6	33.14	31.42	23.7	30.84	30.84	14.43	21.46
1973	1973	EIF4A1	157.25	190.46	198.13	166.77	196.59	182.52	183.52	164.5	188.42	178.58	166.94	195.36	203.47	192.32	257.2	166.71	210.37	265.75	224.75	224.53	156.88	244.27	230.01	244.55	221.25	217.71	221.98	284.66	320.17	204.39	276.43	434.87
8214	8214	DGCR6	0.73	1.06	2.33	1.62	0.75	2.61	2.78	0.99	4.87	2.58	2.4	1.83	2.75	0.24	0.85	3.61	0.36	1.77	2.72	1.08	6.05	1.13	4.25	2.38	1.7	1.99	1.71	0.57	1.27	1.16	0.94	0.63
284992	284992	CCDC150	0.61	0.46	0.56	0.49	0.57	0.37	0.3	0.41	0.2	0.5	0.54	0.3	0.72	0.14	0.3	0.51	0.37	0.67	0.65	0.33	1.22	0.37	0.53	0.35	0.8	0.47	0.77	0.44	0.3	0.54	0.3	0.6
57474	57474	ZNF490	3.2	3.76	2.01	3.84	3.15	3.93	3.85	4.07	1.91	3.16	3.52	3.97	3.28	3.5	1.44	3.67	4	2.86	4.69	4.2	4.36	2.38	2.81	3.64	3.29	3.71	3.8	1.93	4.28	3.92	1.13	1.71
79611	79611	ACSS3	0.61	0.48	0.08	0.27	0.26	1.18	0.11	7.36	0.81	0.33	0.3	0.16	3.31	0.29	0.06	0.41	0.29	2.43	5.44	1.82	2.57	2.94	2.15	1.99	2.3	2.83	1.96	1.45	1.99	3.76	3.12	5.8
152404	152404	IGSF11	0.13	0.88	0.11	1.31	1.48	0.19	1.49	0.68	3.35	0.13	6.31	8.14	0.66	0.47	0.04	0.07	4.08	7.01	0.94	5.4	1.75	3.97	3.33	2.05	4.65	6.62	3.48	2.42	9.34	2.98	4.9	3.55
160728	160728	SLC5A8	0.57	10.77	4.71	0.25	0.36	0.1	0.86	0.64	3.24	0.27	1.84	2.27	7.35	0.51	3.47	6.52	6.54	0	0.02	0	0.04	0.03	0	0.03	0.01	0.01	0.08	0	0	0	0	0
23659	23659	PLA2G15	7.35	7.42	7.16	8.69	7.32	7.63	10	8.83	7.84	7.1	7.23	10.28	9.63	10.41	5.81	7.68	10.98	11.16	19.88	11.9	8	9.17	12.15	11.89	8.25	14.21	10.45	21.92	13.83	12.94	8	9.92
414899	414899	BLID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0
3849	3849	KRT2	0	0	0	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02
9842	9842	PLEKHM1	9.19	11.9	6.55	8.29	11.89	9.44	10.13	12.13	5.68	8.95	7.93	14.25	8.14	8.77	3.96	12.34	9.56	13.59	12.17	14.35	28.08	9.16	14.54	10.25	11.82	17.6	14.08	7.04	11.1	19.52	3.88	7.46
64782	64782	AEN	22.36	16.36	22.34	25.84	46.1	29.2	25.16	34.54	16.21	23.16	26.84	27.98	26.75	12.02	24.37	25.08	29.29	54.9	51.53	29.19	44.43	44.15	32.94	60.37	41.88	56.58	63.86	32.29	47.56	63.74	30.54	37.72
8776	8776	MTMR1	11.43	12.22	9.55	12.86	18.97	10.46	11.95	11.21	8	11.96	9.49	13.59	9.19	9.05	4.47	10.62	15.73	7.56	7.82	11.68	10.96	9.28	11.32	9.92	8.17	10.14	11.92	5.85	11.66	10.24	4.73	5.24
116154	116154	PHACTR3	2.6	6.88	0.93	3.41	0.41	3.26	2.7	4.24	2.09	0.94	0.86	3.83	2.41	3.52	0.51	0.49	5.04	0	0.41	0.46	7.06	2.77	1.23	0.13	21.26	0.11	0.16	1.85	0.92	0.73	0.03	0.01
8711	8711	TNK1	6.74	10.12	3.85	8.81	1.68	10.55	10.37	8.86	4.91	9.74	10.13	11.94	8.66	10.67	3.45	8.34	9.53	4.48	6.5	5.1	4.55	3.42	3.7	4.96	3.93	4.6	4.96	2.75	4.85	5.64	2.32	3.69
81559	81559	TRIM11	7.42	11.19	5.98	6.33	5.24	11.14	8.43	7.49	7.78	8.71	11.11	8.54	8.44	11.69	6.55	10.26	7.85	8.06	13	6.91	4.65	6.12	9.05	8	7.56	6.4	8.65	5.63	7.45	7.09	3.98	7.4
2029	2029	ENSA	144.75	117.2	131.81	118.07	111.35	108.47	118.38	122.57	115.92	130.25	132.75	123	135.33	120.67	177.79	143.95	118.94	149.25	172.62	117.56	106.18	113.57	116.49	119.56	126.01	111.41	115.14	155.93	118.68	105.1	175.15	146.92
105371045	105371045	PERCC1	0.07	0.26	0.03	0.03	0	0.18	0.22	0.19	0	0.1	0.03	0.44	0.06	0	0.04	0.04	0.25	0	0.03	0.24	0.27	0.11	0.21	0.06	0.06	0.24	0.27	0	0.07	0.36	0	0
57447	57447	NDRG2	22.88	20.19	29.5	21.34	11.54	35.94	22.45	16.65	47.21	26.38	27.78	10.32	32.58	27.57	17.06	25.85	17.86	10.35	5.62	9.93	11.85	17.73	18.71	11.05	6.19	5.28	13.77	4.42	14.74	7.75	5.79	11.42
5671	5671	PSG3	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0.04	0	0.04	0	0.04	0	0	0.04	0	0
23584	23584	VSIG2	0.17	7.86	21.25	0.5	2.45	0.57	5.02	0.24	0.2	0.5	0.34	0.11	0.21	0.25	7.65	0.77	9.99	0.1	0.14	0.39	0.44	0.24	0.94	0.54	0	0	0.28	0.26	0.86	0.31	0	0.1
201292	201292	TRIM65	12.04	17.55	7.25	16.63	11.07	16.05	18.47	16.88	12.39	13.68	11.88	16.97	16.76	12.12	6.17	13.9	17.12	7.32	11.22	12.03	11.48	6.93	9.5	9.11	11.02	10.61	9.99	7.09	12.83	11.01	6.88	6.33
83443	83443	SF3B5	57.82	59.13	108.01	64.3	58.57	82.25	53.2	53.04	108.94	61.98	67.69	52.49	86.69	85.62	203.89	91.19	66.48	142.7	143.63	49.51	51.75	116.82	74.51	97.47	76.1	73.21	53.47	248.97	70.46	62.12	297.56	270.4
4218	4218	RAB8A	14.44	13.73	15.22	12.21	17.17	14.49	13.35	13.74	13.59	13.49	15.44	14.15	12.24	12.19	10.93	14.85	13.42	16.16	17.31	11.49	10.46	12.79	12.95	16.08	12.41	13.06	13.83	14.74	16.53	14.05	8.48	13.6
23225	23225	NUP210	15.34	23.21	9.9	21.05	16.33	19.47	24.9	24.26	13.45	18.28	17.93	29.51	19.01	24.31	9.26	20.66	23.1	11.55	14.3	18.42	15.77	7.88	15.63	14.18	14.52	15.96	14.1	6.87	20.58	13.8	4.18	8.26
51138	51138	COPS4	63.48	42.61	79.15	56.11	63.02	59.58	61.31	60.19	70.83	58.65	53.05	50.56	72.72	48.55	87.38	53.75	55.85	51.73	53.91	41.44	28.63	69.61	37.76	55.27	50.97	49.27	49.6	73.7	47.56	50.62	74.98	86.47
221294	221294	NT5DC1	23.13	19.17	24.93	12.69	27.73	14.87	14.17	23.31	24.03	15.35	11.79	19.31	18.36	21.1	21.99	12.6	19.7	14.41	13.85	23.37	28.72	26.08	17.37	16.13	18.12	23.16	18.06	22.14	28.14	19.23	25.46	20.42
727800	727800	RNF208	11.63	11.52	5.57	12.33	6.57	13.48	12.31	10.12	8.68	12.23	14	15.05	15.46	18.76	6.17	14.58	16.43	8.42	24.59	9.92	7.28	8.81	10.61	13.86	13.95	10.5	8.92	4.32	9.86	8.54	3.58	3.79
20	20	ABCA2	55.89	55.24	23.66	55.32	30.36	41.17	69.14	73.34	30.43	56.04	46.12	94.16	38.33	38.65	18.52	41.95	63.07	82.75	82.16	95.41	164.65	52.95	95.9	67.64	80.25	140.04	89.71	49.75	98.51	132.2	23.01	41.37
80760	80760	ITIH5	14.1	9.26	39.78	4.15	31.09	6.66	4.26	4.73	17.44	4.33	9.36	17.92	0.9	17.76	6.58	19.75	15.48	10.65	1.98	4.65	3.64	7.12	8.09	7.47	1.34	19.84	6.03	1.6	21.05	1.95	0.34	0.71
23295	23295	MGRN1	15.89	24.87	6.29	25.13	20.45	17.07	25.22	26.77	8.69	18.42	19.98	23.52	17.38	16.54	2.74	15.78	20.28	12.19	17.17	21.92	24.35	7.8	22.53	18.4	17.66	21.05	19.44	4.68	18.12	22.52	1.73	4.1
349075	349075	ZNF713	3.22	4.85	2.01	3.89	4.31	2.46	4.56	5.97	2.1	3.37	2.71	3.65	1.69	2.92	1.38	2.76	2.89	1.92	2.18	3.39	3.55	2.37	2.59	2.15	2.14	3.67	3.28	1.35	2.72	4.21	0.58	1.17
283446	283446	MYO1H	0.61	0.33	0.43	0.94	1.16	0.84	0.94	0.64	1.18	1.22	1.22	0.4	0.36	0.36	0.4	0.59	0.35	0.46	1.88	0.7	0.79	0.24	2.11	1.62	0.61	1.69	1.4	0.5	2.14	1.86	0.55	1.07
255349	255349	TMEM211	0.12	0.35	0.34	0.51	0.13	0.52	0.25	0.33	0.25	0.16	0.25	0.34	0.08	0.21	0.41	0.12	0.37	0.07	0.3	0.18	1.48	0	0.07	0	0.23	0.26	0.34	0	0.07	0.22	0	0.11
124842	124842	TMEM132E	0	0.01	0.04	0.05	0.02	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0	0.13	0.01	0.08	0.03	0	0	0	0	0.02	0.03	0	0	0	0.02	0	0	0.03	0	0
1983	1983	EIF5	60.28	69.74	60.43	67.59	67.61	49.78	65.61	58.82	53.3	61.47	51.74	63.93	50.48	55.39	41.8	47.95	59.54	56.55	48.44	68.66	54.54	61.64	52.06	54.3	52.54	66.58	61.79	48.7	52.37	65.56	36.2	46.41
79085	79085	SLC25A23	15.62	15.34	10.29	18.44	14.86	16.64	19.4	15.43	12.91	16.14	16.99	14.05	14.75	13.04	16.37	17.59	14.13	14.46	21.23	14.57	15.34	17.7	11.99	12.54	15.44	16.9	13.97	15.07	14.59	16.46	14.2	9.72
64786	64786	TBC1D15	23.07	18.06	13.58	14.25	24.02	17.23	14.67	20.97	13.98	17.18	15.53	18.1	14.58	12.99	10.71	13.67	13.93	12.18	10.81	15.56	15.96	14.8	12.3	13.96	12.33	18.14	15.67	12.43	15.18	15.79	5.27	11.44
11152	11152	WDR45	23.1	25.66	47.95	26.55	53.01	26.59	27.02	21.64	39.98	22.63	25.88	22.92	37.31	27.95	50.44	26.71	30.57	38.48	31.35	32.26	31.58	39.54	33.98	34.44	31.54	27.05	30.04	46.16	31.42	25.91	61.68	44.48
468	468	ATF4	114.22	171.77	118.52	94.94	123.44	112.53	99.99	80.92	166.92	101.41	127.16	101.67	106.38	129.95	134.7	131.57	110.06	130.02	173.5	126.49	130.72	156.71	178.81	164.26	193.09	114.94	188.64	146.7	165.01	133.27	161.39	155.98
84618	84618	NT5C1A	0.2	0.39	0.29	0.39	0.46	0.32	0.22	0.39	0.15	0.54	0.25	0.23	0.28	0.24	0.18	0.15	0.41	0.2	0.2	0.22	0.33	0.08	0.34	0.17	0.21	0.36	0.26	0.06	0.37	0.22	0.08	0.14
7247	7247	TSN	27.91	35.57	42.68	34.92	27.72	28.22	27.23	29.18	34.3	33.35	28.92	27.86	29.82	31.25	31.87	31.34	33.52	27.63	22.24	26.14	19.01	29.41	23.36	28.69	26.85	23.94	25.28	23.41	22.67	23.97	23.16	20.66
10327	10327	AKR1A1	48.43	44.08	98.1	69.8	66.3	53.4	53.54	52.83	166.42	50.49	36.57	43.48	83.57	53.46	111.62	44.62	55.12	108.27	58.53	46.34	53.93	101.49	72.16	61.65	63.04	51.8	68.17	132.17	47.34	48.23	188.29	238.8
9697	9697	TRAM2	3.28	3.49	1.58	4.15	4.72	3.34	4.14	5.57	2.38	3.11	3.62	4	3.26	2.94	1.72	3.76	2.98	5.92	4.45	5.37	4.36	3.83	6.55	6.33	3.22	7.88	5.39	3.75	10.55	10.14	2.85	4
7634	7634	ZNF80	0.36	0.26	0.13	0.45	0.43	0.33	0.33	0.31	0.18	0.33	0.17	0.36	0.16	0.19	0.25	0.26	0.43	0.22	0.18	0.53	0.56	0.44	0.68	0.31	0.33	0.55	0.5	0.14	0.57	0.69	0.43	0.17
90313	90313	TP53I13	31.96	16.83	31.76	77.81	61.54	34.84	64.47	55.05	46.67	44.1	30.7	49.62	46.2	36.47	50.54	42.08	34.2	38.8	41.13	28.16	29.61	26.48	34.16	34.25	26.75	30.64	36.79	43.94	34.43	34.04	52.08	39.87
729428	729428	GAGE12B	0.88	0	0	0.93	0.34	0	0	0	0.39	0.53	0.35	0	0.94	0	0.41	0	0.25	0.7	0	0	0.14	0	0	0	0	0	0	0	0	0	2.68	0
554235	554235	ASPDH	32.14	7.74	13.13	26.92	10.09	39.93	35.97	44.73	33.41	25.64	26.49	23.2	37.04	14.32	85.03	22.45	26.65	0.3	43.95	7.52	11.66	6.03	1.45	17.71	10.45	7.56	5.1	27.7	5.46	3.22	26.39	0.34
8754	8754	ADAM9	12.44	15.01	20.73	14.46	14.93	13.86	15.85	13.27	24.9	11.59	15.28	16.14	22.45	15.82	16.1	9.81	18.59	9.84	5.82	10.31	11.48	11.32	13.44	10.42	9.7	10.43	10.85	11.41	10.54	9.89	11.58	11.6
163175	163175	LGI4	0.51	0.33	0.17	0.19	0.88	0.5	0.62	0.3	0.36	0.21	0.39	0.2	0.06	0.62	0.29	0.7	0.22	0.73	0.78	0.85	1.38	0.27	4.52	1.83	0.61	0.55	0.89	0.5	2	0.85	0.03	0.35
126003	126003	TRAPPC5	4.97	6.51	8.86	6.42	5.74	6.94	5.7	6.13	7.85	5.65	6.88	4.85	6.45	7.47	17.1	7.26	4.62	7.8	9.21	5.31	4.61	9.76	5.88	7.03	5.97	5.44	5.17	11.83	5.02	4.67	16.48	16.06
84816	84816	RTN4IP1	5.43	3	4.21	3.71	4.98	5.06	4.76	5.31	5.56	3.32	4.09	4.9	3.83	2.99	4.75	4.68	4.77	4.79	7.07	5.34	2.66	5.93	4.1	5.32	4.4	4.74	3.94	6.96	6.06	3.61	8.52	5.76
143384	143384	CACUL1	12.12	7.78	8.06	9.7	11.97	9.79	9.41	11.63	8.36	9.17	9.54	8.1	7.4	8.45	6.92	9.14	7.62	13.76	10.85	8.86	11.57	9.84	9.33	11.04	10.13	12.02	9.88	9.41	10.51	12.2	7.25	8.78
128372	128372	OR6N1	0	0	0	0.03	0.02	0	0	0.02	0.02	0	0.02	0	0	0	0	0	0.05	0	0	0.02	0.08	0	0.02	0.03	0.02	0	0.02	0.02	0.04	0.03	0.02	0.01
